ID,月,"発生
時間",災害状況,業種(大分類)コード,業種(大分類),業種(中分類)コード,業種(中分類),業種(小分類)コード,業種(小分類),事故の型
405,8,16～17,トラックに積載していた遺留品等の仕分けの作業中、荷卸し作業を行っていた際、意識がなくなり、救急車で病院に搬送されたが、熱中症により死亡した。,17,その他の事業,1702,その他の事業,170209,その他の事業－その他,高温・低温の物との接触
406,8,16～17,バイクで走行中、路上でＵターンをしようとしたトラックに巻き込まれ、死亡した。,17,その他の事業,1702,その他の事業,170209,その他の事業－その他,交通事故（道路）
407,8,14～15,解体工事の現場にて、内装解体や歩行者誘導等の業務をしていた際、熱中症により死亡した。,3,建設業,302,建築工事業,30209,その他の建築工事業,高温・低温の物との接触
408,8,15～16,移動式クレーンを用いて足場の解体工事中、被災者は、枠組足場第８層にてワイヤーの玉掛け及び垂直ネットの処理を行っていたところ、地面まで１４．２メートルの高さから墜落し、死亡した。,3,建設業,302,建築工事業,30201,鉄骨・鉄筋コンクリート造家屋建築工事業,墜落、転落
409,8,13～14,ミキサー車の後方にて、ポンプ車投入ホッパーへのコンクリート投入準備作業を行っていた際、被災者は、後退してきたミキサー車とポンプ車との間に挟まれ、死亡した。,1,製造業,109,土石製品製造業,10901,セメント・同製品製造業,はさまれ、巻き込まれ
410,8,13～14,バルコニー防水工事の作業を行っていたところ、熱中症により倒れ、病院に搬送後、死亡した。,3,建設業,302,建築工事業,30202,木造家屋建築工事業,高温・低温の物との接触
411,8,5～6,八尺と呼ばれる鉄製の網を海底に沈める準備を甲板で行っていたところ、バランスを崩し、八尺とともに海中に転落した。尚、被災者は救命胴衣を着用していた。,7,畜産・水産業,702,水産業,70201,漁業,おぼれ
412,8,11～12,保管庫内にて、木製の柱をクレーンで大型トラックに積み込む作業中、クレーンを操作し、木製の柱を地切りしたところ、バランスを崩し、並べて置いてあった隣の木製の柱に接触し、柱が落下。トラックの荷台付近で待機していた被災者がトラックの荷台と木製の柱に挟まれた。,4,運輸交通業,403,道路貨物運送業,40301,一般貨物自動車運送業,飛来、落下
413,8,11～12,清掃作業中、トイレ内にて、ズボンを膝まで下げ、壁に倒れ掛かった状態の被災者が同僚に発見された。熱中症により死亡した。,5,貨物取扱業,501,陸上貨物取扱業,50101,陸上貨物取扱業,高温・低温の物との接触
414,8,10～11,造船所内にて、船の外周に組み立てられた、わく組足場の解体作業中、高さ７．２メートルの作業床から１層下の３層目の作業床、次いで地面に墜落した。,1,製造業,115,輸送用機械等製造業,11501,造船業,墜落、転落
415,8,8～9,事務所から清掃現場に自動車で走行中、横転事故を起こし、死亡した。,15,清掃・と畜業,1501,清掃・と畜業,150101,ビルメンテナンス業,交通事故（道路）
416,8,5～6,保冷車で牛乳の配達中、急カーブを曲がる際、歩道の縁石に乗り上げ、車ごと横転した。,8,商業,802,小売業,80209,その他の小売業,交通事故（道路）
417,8,4～5,国道を走行中、土砂崩れ復旧工事の片側交互通行地点にて、交互通行用仮設信号機に衝突し、車線規制用の鉄パイプが被災者の体を貫通し、死亡した。,4,運輸交通業,403,道路貨物運送業,40301,一般貨物自動車運送業,交通事故（道路）
418,8,4～5,バイクで朝刊配達中、片側２車線の右側を走行していたところ、後方から来た乗用車に追突され、頚椎損傷により死亡した。,8,商業,802,小売業,80205,新聞販売業,交通事故（道路）
419,8,17～18,大雨により、工事現場が浸水し、被災者は膝下当たりまで水に浸かり、建築資材の回収作業を行っていた際、水流が急激に増し、胸元当たりまで水かさが増加。移動中に深みにはまり、溺れた。,3,建設業,301,土木工事業,30109,土地整理土木工事業,おぼれ
420,8,8～9,祠の屋根の柱と斜面下の栗の木の２箇所に滑車を取付け、滑車に張られたトラロープを軽トラックで牽引し、材料を斜面上部に引きずり上げる作業中、栗の木に取付けていた滑車の台付けロープが切断し、牽引ロープの内角側にいた被災者に滑車が飛来し、頭部に当たった。尚、被災者は保護帽を着用していなかった。,3,建設業,302,建築工事業,30202,木造家屋建築工事業,飛来、落下
421,8,2～3,被災者が運転する冷蔵トラックが、前方を走る大型トレーラーに追突した。,4,運輸交通業,403,道路貨物運送業,40301,一般貨物自動車運送業,交通事故（道路）
422,7,23～24,自動車道を走行中、前方の落下物を避けようと、ガードレールに接触し、反動で走行中のトラックに接触。被災者が車外に振り落とされ、後続の自動車にはねられた。,3,建設業,303,その他の建設業,30301,電気通信工事業,交通事故（道路）
423,7,12～13,動力電源のルート変更工事にて、工場敷地内にある配電盤のブレーカーの端子を取り換えるため、ケーブルカッターでブレーカーの活線を切断しようとしたところ、感電し、死亡した。,3,建設業,303,その他の建設業,30301,電気通信工事業,感電
424,7,11～12,被災者は、廃棄物埋立処分場にて、電動ポンプで集水槽の水を下水道に圧送する作業に従事。２枚の鉄板で覆われている開口部の鉄板１枚を外し、開口部から集水槽の水位を確認し、操作盤を操作していたが、集水槽の中に沈んでいるところを発見された。,15,清掃・と畜業,1501,清掃・と畜業,150103,その他の廃棄物処理業,墜落、転落
425,7,9～10,地中下水管設置の際、溝を測定しようと、被災者は溝の内部に入り、測定作業を行っていたところ、掘削溝の側壁の片側が崩壊し、土砂に埋もれた。,3,建設業,301,土木工事業,30110,上下水道工事業,崩壊、倒壊
426,7,15～16,汚泥処理施設にて、トラックの誘導及び荷台の洗浄作業中、汚水を抜くための蓋を開けていたところ、開口部から洗浄排水ピットに墜落し、溺死した。,15,清掃・と畜業,1501,清掃・と畜業,150102,産業廃棄物処理業,おぼれ
427,7,13～14,軽自動車で走行中、被災者の前方を走行していたトラックが交差点で左折しようとしていたため減速したところ、被災者の後方を走行していたトラックに追突された。,9,金融・広告業,901,金融業,90101,銀行・信託業,交通事故（道路）
428,7,11～12,廃材の収集、運搬作業中、トラックの荷台に乗せた竹を切断しようと荷台に上がり、手持ち式丸のこ盤を使用し竹を切断していたところ、丸のこ盤の刃が太ももに接触し、失血死した。,3,建設業,303,その他の建設業,30309,その他の建設業－その他,切れ、こすれ
